CANNOT chose from супоръ	 to 	супои, сугръ	 distance == 2
CANNOT chose from козичина	 to 	кончина, козлина	 distance == 2
CANNOT chose from чуръ	 to 	туръ, куръ, фуръ	 distance == 1
CANNOT chose from упатъ	 to 	указъ, ужасъ, платъ, купанъ, братъ, асатъ, шпотъ, уланъ, спасъ, кратъ, ударъ, потъ, булатъ	 distance == 2
CANNOT chose from птичь	 to 	плищь, прѣтичь, птица, печь, плачь, кличь	 distance == 2
CANNOT chose from издолбити	 to 	изволити, издоити	 distance == 2
CANNOT chose from обияти	 to 	обуяти, обяти, обити	 distance == 1
CANNOT chose from властитель	 to 	властель, блюститель	 distance == 2
CANNOT chose from вишлий	 to 	иулий, тилий, гилий	 distance == 2
CANNOT chose from ввозъ	 to 	увозъ, возъ	 distance == 1
CANNOT chose from ручечникъ	 to 	ученикъ, мученикъ	 distance == 2
CANNOT chose from козлянинъ	 to 	колязинъ, полянинъ	 distance == 2
CANNOT chose from вондъ	 to 	оводъ, воня, вождь, видъ	 distance == 2
CANNOT chose from бисеръ	 to 	бсиръ, истръ	 distance == 2
CANNOT chose from закалание	 to 	заколение, наказание, закихание	 distance == 2
CANNOT chose from домовникъ	 to 	духовникъ, головникъ, помощникъ, доложникъ	 distance == 2
CANNOT chose from понукнути	 to 	посякнути, поткнути	 distance == 2
CANNOT chose from угашение	 to 	утаение, украшение, ударение, утѣшение, квашение	 distance == 2
CANNOT chose from хуждий	 to 	чужий, худый, мужний	 distance == 2
CANNOT chose from финикий	 to 	индикий, никий	 distance == 2
CANNOT chose from антигонъ	 to 	антонъ, антиохъ	 distance == 2
CANNOT chose from убоиный	 to 	ушиный, утиный	 distance == 2
CANNOT chose from смущение	 to 	служение, смятение, священие, мучение, смнѣние, наущение, мщение, смѣрение, пущение, смирение, смѣшение, скудѣние	 distance == 2
CANNOT chose from еолкса	 to 	полка, голка	 distance == 2
CANNOT chose from наткнути	 to 	навыкнути, затхнути, замкнути, поткнути, накинути, насунути	 distance == 2
CANNOT chose from ублажити	 to 	обнажити, усладити, уладити	 distance == 2
CANNOT chose from опонникъ	 to 	конникъ, полонникъ	 distance == 2
CANNOT chose from мидянинъ	 to 	пинянинъ, киянинъ	 distance == 2
CANNOT chose from хотѣнный	 to 	говенный, колѣнный	 distance == 2
CANNOT chose from еладский	 to 	лядский, людский	 distance == 2
CANNOT chose from испокоити	 to 	покоити, исполчити, испортити, упокоити, исполнити	 distance == 2
CANNOT chose from бочный	 to 	точный, ночный	 distance == 1
CANNOT chose from широкъ	 to 	дировъ, широкий	 distance == 2
CANNOT chose from растягнути	 to 	встягнути, ростянути, стягнути	 distance == 2
CANNOT chose from кровавъ	 to 	кровавый, кротовъ	 distance == 2
CANNOT chose from избости	 to 	изнести, избити, извести, избыти	 distance == 2
CANNOT chose from пленница	 to 	пшеница, пещница, сѣнница, плѣнникъ, денница	 distance == 2
CANNOT chose from тухчинъ	 to 	торчинъ, усчинъ	 distance == 2
CANNOT chose from укладъ	 to 	указъ, закладъ, акланъ, уланъ, накладъ, ладъ, класъ, усланъ, клада, гладъ	 distance == 2
CANNOT chose from мирошка	 to 	крошка, сиротка	 distance == 2
CANNOT chose from статира	 to 	стихира, старина	 distance == 2
CANNOT chose from выкливати	 to 	всклицати, вливати, выбивати, взливати, вскликати	 distance == 2
CANNOT chose from соли	 to 	солъ, соль	 distance == 1
CANNOT chose from амаусъ	 to 	дамасъ, амосъ	 distance == 2
CANNOT chose from приничение	 to 	привидѣние, принесение, примирение, приношение	 distance == 2
CANNOT chose from аравский	 to 	братский, градский, таревский, раиский	 distance == 2
CANNOT chose from фивѣи	 to 	свеи, швѣи, фивъ	 distance == 2
CANNOT chose from бронь	 to 	броня, брань	 distance == 1
CANNOT chose from досягати	 to 	досажати, достати	 distance == 2
CANNOT chose from предлагати	 to 	прѣдлежати, прѣкладати	 distance == 2
CANNOT chose from лтица	 to 	лжица, птица, утица	 distance == 1
CANNOT chose from олыча	 to 	елычь, луча	 distance == 2
CANNOT chose from затворъ	 to 	затворка, зазоръ, потворъ	 distance == 2
CANNOT chose from горющный	 to 	городный, горушный	 distance == 2
CANNOT chose from самфиръ	 to 	самуилъ, панфиръ	 distance == 2
CANNOT chose from затыкати	 to 	засыпати, засѣкати, забывати, затирати	 distance == 2
CANNOT chose from шуица	 to 	спица, лжица, шуба, птица, буицѣ, рудица, утица, сулица, улица, нужица, мщица, сжица	 distance == 2
CANNOT chose from горѣнъ	 to 	горюнъ, горнъ	 distance == 1
CANNOT chose from бесквернный	 to 	несквернный, бескверный	 distance == 1
CANNOT chose from твержий	 to 	твердый, тверский, свѣжий	 distance == 2
CANNOT chose from посагати	 to 	помагати, полагати, посажати	 distance == 1
CANNOT chose from приучити	 to 	примучити, прилучити	 distance == 1
CANNOT chose from поморие	 to 	заморие, подобие, позорище, пособие, поморяне, погодие, подворие	 distance == 2
CANNOT chose from починание	 to 	почитание, почивание	 distance == 1
CANNOT chose from клитъ	 to 	китъ, критъ	 distance == 1
CANNOT chose from неразумѣти	 to 	разумѣти, уразумѣти	 distance == 2
CANNOT chose from дубница	 to 	дубникъ, драница, десница, убоица, денница	 distance == 2
CANNOT chose from суза	 to 	уза, суша, сума, сула	 distance == 1
CANNOT chose from потребовати	 to 	прѣтрѣбовати, трѣбовати	 distance == 2
CANNOT chose from усвнути	 to 	успнути, усхнути, уснути	 distance == 1
CANNOT chose from луки	 to 	лука, лукъ	 distance == 1
CANNOT chose from офласъ	 to 	гласъ, власъ, класъ	 distance == 2
CANNOT chose from думець	 to 	давець, купець, унець, уметь, нѣмець, рубець	 distance == 2
CANNOT chose from благини	 to 	латини, елагинъ	 distance == 2
CANNOT chose from смердѣти	 to 	свертѣти, смѣрити, стерпѣти, сердити, сѣдѣти, свѣдѣти, смѣряти	 distance == 2
CANNOT chose from шеломъ	 to 	шелепъ, шлѣмъ, шелкъ	 distance == 2
CANNOT chose from онбонъ	 to 	обозъ, бубонъ, антонъ, онбаръ	 distance == 2
CANNOT chose from вынрети	 to 	вынзти, вынести, выняти, вытерети	 distance == 2
CANNOT chose from пребывание	 to 	прѣтыкание, трѣбование	 distance == 2
CANNOT chose from прирещи	 to 	приречи, притещи	 distance == 1
CANNOT chose from офонъ	 to 	гонъ, леонъ, сонъ, овенъ, донъ	 distance == 2
CANNOT chose from турийский	 to 	туркский, турский, асурийский, студийский	 distance == 2
CANNOT chose from прилѣтати	 to 	прилетѣти, причетати, прилежати	 distance == 1
